timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1623604831141;1368;Login;200;OK;Sharp Games 1-46;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1367;0;394
1623604832140;811;Login;200;OK;Sharp Games 1-47;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;811;0;393
1623604833139;1356;Login;200;OK;Sharp Games 1-48;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1356;0;387
1623604834141;2185;Login;200;OK;Sharp Games 1-49;text;TRUE;;956;221;3;3;https://sharpauviluck.id/tampan.php;2185;0;411
1623604835140;1339;Login;200;OK;Sharp Games 1-50;text;TRUE;;968;221;2;2;https://sharpauviluck.id/tampan.php;1339;0;404
1623604836139;1322;Login;200;OK;Sharp Games 1-51;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1322;0;385
1623604837139;1387;Login;200;OK;Sharp Games 1-52;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1387;0;403
1623604838140;1334;Login;200;OK;Sharp Games 1-53;text;TRUE;;968;221;2;2;https://sharpauviluck.id/tampan.php;1324;0;385
1623604840139;1335;Login;200;OK;Sharp Games 1-55;text;TRUE;;958;221;3;3;https://sharpauviluck.id/tampan.php;1334;0;400
1623604839140;2918;Login;200;OK;Sharp Games 1-54;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;2918;0;1193
1623604841140;1341;Login;200;OK;Sharp Games 1-56;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1341;0;404
1623604842141;1340;Login;200;OK;Sharp Games 1-57;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1339;0;385
1623604843141;1009;Login;200;OK;Sharp Games 1-58;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1008;0;394
1623604844141;1342;Login;200;OK;Sharp Games 1-59;text;TRUE;;966;221;2;2;https://sharpauviluck.id/tampan.php;1342;0;387
1623604845140;1369;Login;200;OK;Sharp Games 1-60;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1368;0;404
1623604846139;816;Login;200;OK;Sharp Games 1-61;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;816;0;399
1623604848139;819;Login;200;OK;Sharp Games 1-63;text;TRUE;;966;221;2;2;https://sharpauviluck.id/tampan.php;819;0;397
1623604847140;2195;Login;200;OK;Sharp Games 1-62;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;2195;0;1240
1623604849140;2167;Login;200;OK;Sharp Games 1-64;text;TRUE;;958;221;3;3;https://sharpauviluck.id/tampan.php;2167;0;1178
1623604850140;1400;Login;200;OK;Sharp Games 1-65;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1400;0;394
1623604851140;1353;Login;200;OK;Sharp Games 1-66;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1352;0;407
1623604852138;1361;Login;200;OK;Sharp Games 1-67;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1361;0;402
1623604853139;1328;Login;200;OK;Sharp Games 1-68;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1327;0;390
1623604854140;1351;Login;200;OK;Sharp Games 1-69;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1351;0;402
1623604855139;1362;Login;200;OK;Sharp Games 1-70;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1362;0;403
1623604856140;1327;Login;200;OK;Sharp Games 1-71;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1327;0;387
1623604857145;1397;Login;200;OK;Sharp Games 1-72;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1396;0;418
1623604858140;1363;Login;200;OK;Sharp Games 1-73;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1363;0;401
1623604859142;1385;Login;200;OK;Sharp Games 1-74;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1385;0;401
1623604860139;814;Login;200;OK;Sharp Games 1-75;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;814;0;394
1623604861139;1367;Login;200;OK;Sharp Games 1-76;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1359;0;401
1623604862139;1394;Login;200;OK;Sharp Games 1-77;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1394;0;401
1623604863140;1378;Login;200;OK;Sharp Games 1-78;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1374;0;403
1623604864144;1363;Login;200;OK;Sharp Games 1-79;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1363;0;399
1623604865140;1337;Login;200;OK;Sharp Games 1-80;text;TRUE;;966;221;2;2;https://sharpauviluck.id/tampan.php;1337;0;392
1623604866139;1357;Login;200;OK;Sharp Games 1-81;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1357;0;409
1623604867139;882;Login;200;OK;Sharp Games 1-82;text;TRUE;;956;221;1;1;https://sharpauviluck.id/tampan.php;882;0;400
1623604868139;1326;Login;200;OK;Sharp Games 1-83;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1326;0;392
1623604869139;1034;Login;200;OK;Sharp Games 1-84;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1034;0;406
1623604870139;1428;Login;200;OK;Sharp Games 1-85;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1428;0;391
1623604871140;1421;Login;200;OK;Sharp Games 1-86;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1421;0;404
1623604872139;1374;Login;200;OK;Sharp Games 1-87;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1374;0;407
1623604873139;1330;Login;200;OK;Sharp Games 1-88;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1330;0;391
1623604874139;1332;Login;200;OK;Sharp Games 1-89;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1332;0;389
1623604875139;805;Login;200;OK;Sharp Games 1-90;text;TRUE;;960;221;1;1;https://sharpauviluck.id/tampan.php;799;0;390
1623604876140;1374;Login;200;OK;Sharp Games 1-91;text;TRUE;;966;221;2;2;https://sharpauviluck.id/tampan.php;1373;0;401
1623604877157;1361;Login;200;OK;Sharp Games 1-92;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1360;0;411
1623604878141;1322;Login;200;OK;Sharp Games 1-93;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1322;0;387
1623604879141;1366;Login;200;OK;Sharp Games 1-94;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1366;0;403
1623604880141;1357;Login;200;OK;Sharp Games 1-95;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1355;0;396
1623604881141;1381;Login;200;OK;Sharp Games 1-96;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1381;0;406
1623604882141;1367;Login;200;OK;Sharp Games 1-97;text;TRUE;;968;221;2;2;https://sharpauviluck.id/tampan.php;1367;0;404
1623604883141;1364;Login;200;OK;Sharp Games 1-98;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1364;0;414
1623604884140;1365;Login;200;OK;Sharp Games 1-99;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1365;0;399
1623604885141;1394;Login;200;OK;Sharp Games 1-100;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1393;0;419
1623604886140;1389;Login;200;OK;Sharp Games 1-101;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1389;0;416
1623604887152;1387;Login;200;OK;Sharp Games 1-102;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1387;0;413
1623604888140;1390;Login;200;OK;Sharp Games 1-103;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1390;0;401
1623604889141;1030;Login;200;OK;Sharp Games 1-104;text;TRUE;;964;221;2;2;https://sharpauviluck.id/tampan.php;1030;0;440
1623604890140;1369;Login;200;OK;Sharp Games 1-105;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1369;0;417
1623604891140;1398;Login;200;OK;Sharp Games 1-106;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1393;0;409
1623604892140;1348;Login;200;OK;Sharp Games 1-107;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1348;0;399
1623604893140;805;Login;200;OK;Sharp Games 1-108;text;TRUE;;962;221;1;1;https://sharpauviluck.id/tampan.php;805;0;386
1623604894139;1390;Login;200;OK;Sharp Games 1-109;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1390;0;398
1623604895140;1375;Login;200;OK;Sharp Games 1-110;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1375;0;405
1623604896141;840;Login;200;OK;Sharp Games 1-111;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;840;0;420
1623604897140;840;Login;200;OK;Sharp Games 1-112;text;TRUE;;960;221;1;1;https://sharpauviluck.id/tampan.php;833;0;408
1623604898140;1334;Login;200;OK;Sharp Games 1-113;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1333;0;396
1623604899140;1361;Login;200;OK;Sharp Games 1-114;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1361;0;417
1623604900139;821;Login;200;OK;Sharp Games 1-115;text;TRUE;;956;221;1;1;https://sharpauviluck.id/tampan.php;821;0;408
1623604901140;1375;Login;200;OK;Sharp Games 1-116;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1375;0;408
1623604902141;1335;Login;200;OK;Sharp Games 1-117;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1334;0;400
